impressions,clicks,spent,CTR,Avg CPC,App Install,total_conversion
685781,103,177.8899992,0.00015,1.727,9,10
274222,43,66.7700001,0.000157,1.553,20,2
110503,25,32.67999995,0.000226,1.307,12,4
1447755,233,420.5799983,0.000161,1.805,42,11
358987,52,87.55000067,0.000145,1.684,17,1
826205,125,232.3700008,0.000151,1.859,11,5
550954,84,150.1400012,0.000152,1.787,5,3
378350,55,96.48000073,0.000145,1.754,15,4
492784,56,95.5100013,0.000114,1.706,10,7
327158,43,72.3100003,0.000131,1.682,18,6
9921,0,0,0,0,0,0
59390,5,9.209999919,0.000084,1.842,0,5
1040330,147,254.2500038,0.000141,1.73,12,13
49422,6,11.17000031,0.000121,1.862,0,1
131091,18,34.23000026,0.000137,1.902,5,3
95691,15,25.26000011,0.000157,1.684,5,1
15513,1,1.289999962,0.000064,1.29,0,1
382537,63,113.9900012,0.000165,1.809,19,4
461356,64,121.0999982,0.000139,1.892,17,6
392541,53,98.70000017,0.000135,1.862,20,3
35088,5,8.800000072,0.000142,1.76,1,1
53933,6,9.929999948,0.000111,1.655,1,3
228861,33,53.38999939,0.000144,1.618,8,4
20959,2,3.769999981,0.000095,1.885,0,1
24992,2,3.190000057,0.00008,1.595,0,1
100351,15,24.17999995,0.000149,1.612,6,2
292448,43,76.89999968,0.000147,1.788,12,2
65060,7,14.5200001,0.000108,2.074,0,1
133316,21,36.17000055,0.000158,1.722,11,2
113501,26,38.44000077,0.000229,1.478,23,5
192810,41,61.92999995,0.000213,1.51,23,4
233404,43,70.4100008,0.000184,1.637,10,2
128843,24,37.5999999,0.000186,1.567,18,2
63564,12,20.59000027,0.000189,1.716,9,2
85970,14,24.78000021,0.000163,1.77,3,1
131232,16,29.53999937,0.000122,1.846,2,1
152454,22,37.84999979,0.000144,1.72,2,1
28989,2,2.290000021,0.000069,1.145,0,1
80248,15,24.1900003,0.000187,1.613,2,1
38580,5,8.519999981,0.00013,1.704,0,1
621591,91,163.36,0.000146,1.795,7,5
250499,36,58.14000005,0.000144,1.615,9,3
131637,18,29.30999982,0.000137,1.628,0,2
463813,69,116.3399996,0.000149,1.686,19,4
211767,35,60.89999914,0.000165,1.74,12,5
163181,26,40.02000093,0.000159,1.539,9,1
1117385,147,260.0699984,0.000132,1.769,12,11
1663441,205,359.4700001,0.000123,1.754,54,17
455248,54,105.7099996,0.000119,1.958,12,5
75589,6,10.66000009,0.000079,1.777,0,1
594267,82,143.3000009,0.000138,1.748,7,3
315281,35,65.02999854,0.000111,1.858,9,1
363456,71,117.5599997,0.000195,1.656,10,7
438983,81,143.4300001,0.000185,1.771,7,3
42563,5,9.659999847,0.000117,1.932,0,1
399035,75,124.7999995,0.000188,1.664,5,7
304680,59,98.55000019,0.000194,1.67,11,3
140596,23,40.77000022,0.000164,1.773,9,1
439986,80,134.8799999,0.000182,1.686,10,4
75803,11,19.3599999,0.000145,1.76,2,2
7073,0,0,0,0,0,0
153586,28,43.01000035,0.000182,1.536,13,2
180815,31,42.62999976,0.000171,1.375,2,1
253169,51,75.78999984,0.000201,1.486,10,1
34453,5,7.710000038,0.000145,1.542,0,1
51550,8,14.03999984,0.000155,1.755,0,1
110018,24,39.85999966,0.000218,1.661,12,1
137584,21,36.77999961,0.000153,1.751,8,1
209825,30,54.86999953,0.000143,1.829,1,1
264222,63,87.7899996,0.000238,1.393,10,1
31202,5,6.730000019,0.00016,1.346,0,1
252991,49,76.83999932,0.000194,1.568,5,3
56265,9,15.53999972,0.00016,1.727,0,1
76923,11,17.67000008,0.000143,1.606,2,2
209332,30,49.60000014,0.000143,1.653,2,3
214094,31,53.26999903,0.000145,1.718,2,1
526209,85,126.9299996,0.000162,1.493,10,3
741143,120,179.620001,0.000162,1.497,14,4
172827,25,38.42000043,0.000145,1.537,2,2
188873,38,58.5999999,0.000201,1.542,10,1
123126,25,39.72999978,0.000203,1.589,0,2
77794,14,19.11000001,0.00018,1.365,0,1
56630,9,15.81000018,0.000159,1.757,0,1
400844,85,140.9700022,0.000212,1.658,20,4
208572,36,60.76000023,0.000173,1.688,10,2
59004,8,13.51000011,0.000136,1.689,0,1
196253,32,55.10000002,0.000163,1.722,0,1
51858,8,12.63000011,0.000154,1.579,0,1
280764,49,81.36000025,0.000175,1.66,19,2
63660,11,16.47000003,0.000173,1.497,0,1
109289,19,31.02999997,0.000174,1.633,2,1
188440,40,60.72999966,0.000212,1.518,21,2
212496,44,74.83000135,0.000207,1.701,11,2
32574,5,7.480000019,0.000153,1.496,0,1
128595,23,36.4800005,0.000179,1.586,6,1
242234,48,68.06000054,0.000198,1.418,34,2
33154,5,7.879999995,0.000151,1.576,0,1
9773,1,1.460000038,0.000102,1.46,0,1
464036,77,123.5500004,0.000166,1.605,9,3
478480,75,135.7500012,0.000157,1.81,9,3
428812,66,116.8800001,0.000154,1.771,20,4
1177535,221,365.6600009,0.000188,1.655,57,15
426500,72,128.2799988,0.000169,1.782,25,4
54237,7,10.77999985,0.000129,1.54,0,2
506916,89,133.6999986,0.000176,1.502,8,2
250960,42,64.87999952,0.000167,1.545,1,2
2286228,353,603.380002,0.000154,1.709,50,16
915451,125,220.559999,0.000137,1.764,34,6
159478,20,33.89999998,0.000125,1.695,12,3
1228924,190,318.9700032,0.000155,1.679,56,6
938283,134,248.6400001,0.000143,1.856,49,7
154572,26,40.93000007,0.000168,1.574,2,1
378171,70,109.2500008,0.000185,1.561,19,1
468749,84,134.1199975,0.000179,1.597,9,6
309823,60,103.3899996,0.000194,1.723,18,4
327227,65,116.5599996,0.000199,1.793,20,5
334945,72,120.2999994,0.000215,1.671,24,2
68859,15,25.45999968,0.000218,1.697,1,1
127125,20,35.67999983,0.000157,1.784,1,2
415798,80,131.7800006,0.000192,1.647,9,3
107671,20,29.91000021,0.000186,1.496,20,1
164356,28,46.7900002,0.00017,1.671,12,2
17662,2,3.189999938,0.000113,1.595,0,1
65339,10,16.67999983,0.000153,1.668,0,2
59838,7,11.11000013,0.000117,1.587,0,1
381577,81,127.5699993,0.000212,1.575,9,2
45491,8,11.00999999,0.000176,1.376,0,1
18946,2,3.599999905,0.000106,1.8,0,1
114370,18,33.65999997,0.000157,1.87,5,1
99698,21,33.3499999,0.000211,1.588,21,1
355165,81,128.6099997,0.000228,1.588,9,4
101431,23,33.93000031,0.000227,1.475,0,1
123151,24,36.4400003,0.000195,1.518,0,2
24078,4,5.769999981,0.000166,1.442,0,1
517801,105,181.7200011,0.000203,1.731,25,3
145104,25,41.42000008,0.000172,1.657,0,2
179950,35,58.67999971,0.000194,1.677,0,1
258531,46,80.33999979,0.000178,1.747,23,2
272500,62,104.4599996,0.000228,1.685,23,3
273197,57,87.7300005,0.000209,1.539,19,3
775904,172,253.990002,0.000222,1.477,67,4
120251,26,39.44000006,0.000216,1.517,3,1
139406,24,39.04999948,0.000172,1.627,1,1
60314,11,16.93999958,0.000182,1.54,0,2
563074,86,142.7099985,0.000153,1.659,25,4
168655,18,27.29999983,0.000107,1.517,1,2
111963,17,29.3799994,0.000152,1.728,1,2
1026304,168,277.5799986,0.000164,1.652,45,17
1391924,258,422.8400038,0.000185,1.639,51,17
147551,22,38.50000083,0.000149,1.75,1,1
66794,9,17.3299998,0.000135,1.926,0,1
118882,19,32.30999994,0.00016,1.701,0,2
148010,24,41.96999943,0.000162,1.749,1,1
932890,197,352.4499989,0.000211,1.789,75,3
718359,147,264.5899997,0.000205,1.8,25,4
433658,82,158.5999998,0.000189,1.934,8,5
29455,3,4.769999981,0.000102,1.59,0,1
23973,3,4.820000052,0.000125,1.607,0,1
126480,25,37.25999999,0.000198,1.49,0,1
138959,28,39.5200007,0.000201,1.411,2,1
68829,12,19.47999978,0.000174,1.623,0,1
49916,10,16.38,0.0002,1.638,0,1
76014,16,22.67000031,0.00021,1.417,2,1
50947,10,15.99000025,0.000196,1.599,0,1
55536,11,17.04999995,0.000198,1.55,0,1
318042,46,64.40999997,0.000145,1.4,2,8
213016,30,44.21999955,0.000141,1.474,2,8
182265,27,38.18000007,0.000148,1.414,2,2
1117371,177,268.050002,0.000158,1.514,55,26
333345,52,77.59000027,0.000156,1.492,23,5
275930,30,46.77999997,0.000109,1.559,0,5
740631,101,153.1199975,0.000136,1.516,10,9
328272,35,55.99000025,0.000107,1.6,5,2
178455,20,31.5400002,0.000112,1.577,4,6
705712,98,147.339999,0.000139,1.503,9,6
690373,91,159.5700021,0.000132,1.754,25,5
515812,69,117.6299995,0.000134,1.705,5,3
764793,101,171.9799976,0.000132,1.703,25,4
87832,11,18.10000038,0.000125,1.645,0,1
23368,3,4.300000191,0.000128,1.433,0,1
51509,7,11.57000005,0.000136,1.653,0,1
87043,16,24.48000002,0.000184,1.53,3,2
565565,113,169.6699982,0.0002,1.502,28,7
253758,43,62.14000034,0.000169,1.445,5,4
319131,51,76.68000025,0.00016,1.504,10,6
670608,130,195.1499978,0.000194,1.501,21,11
159123,25,38.36000013,0.000157,1.534,9,5
103709,15,24.56999969,0.000145,1.638,10,3
271589,45,74.41000032,0.000166,1.654,12,9
119772,20,33.46999907,0.000167,1.673,3,5
26340,3,4.220000029,0.000114,1.407,0,1
594968,111,147.6700006,0.000187,1.33,18,4
6838,0,0,0,0,0,0
185665,39,62.14000058,0.00021,1.593,14,1
24959,3,4.560000062,0.00012,1.52,0,1
136967,23,35.05999982,0.000168,1.524,0,3
107548,19,29.31000018,0.000177,1.543,5,1
588617,119,169.9199973,0.000202,1.428,18,2
190560,26,41.63,0.000136,1.601,5,3
373110,49,75.70000076,0.000131,1.545,9,4
935646,170,256.4699982,0.000182,1.509,22,19
2223278,421,612.3000032,0.000189,1.454,50,38
240497,36,51.84000087,0.00015,1.44,12,1
259984,37,54.7900002,0.000142,1.481,7,5
606786,127,179.050001,0.000209,1.41,16,11
83270,13,17.74000001,0.000156,1.365,0,1
1189509,268,375.7199963,0.000225,1.402,62,7
11471,1,1.570000052,0.000087,1.57,0,0
1705246,295,429.4799981,0.000173,1.456,78,23
418016,63,95.8500005,0.000151,1.521,15,3
30155,3,3.819999933,0.000099,1.273,0,1
990404,153,226.5399992,0.000154,1.481,22,12
187468,34,50.72000062,0.000181,1.492,4,2
208301,33,54.57000089,0.000158,1.654,2,1
101856,16,25.22000039,0.000157,1.576,3,4
48935,7,9.970000267,0.000143,1.424,0,1
13911,1,1.730000019,0.000072,1.73,0,1
511726,77,123.0900019,0.00015,1.599,19,8
177452,24,37.83000016,0.000135,1.576,3,2
149808,20,33.03999937,0.000134,1.652,2,1
390339,60,105.0199997,0.000154,1.75,23,9
8350,0,0,0,0,0,0
39339,4,5.929999948,0.000102,1.482,0,1
8587,0,0,0,0,0,0
24893,2,3.75,0.00008,1.875,0,1
1296189,212,343.2599944,0.000164,1.619,71,14
91607,12,19.1899997,0.000131,1.599,0,2
238036,38,61.02999771,0.00016,1.606,5,6
254344,35,56.16999996,0.000138,1.605,5,2
157705,23,39.23000026,0.000146,1.706,3,2
411571,60,99.1799984,0.000146,1.653,22,6
94136,11,16.17999971,0.000117,1.471,0,1
82640,16,23.97000039,0.000194,1.498,7,1
17870,2,2.620000005,0.000112,1.31,0,1
19178,2,2.779999971,0.000104,1.39,0,1
5264,0,0,0,0,0,0
145548,28,42.37000036,0.000192,1.513,12,2
82455,15,22.04999971,0.000182,1.47,8,1
44189,7,10.31999981,0.000158,1.474,0,2
45199,7,9.809999943,0.000155,1.401,0,1
221843,43,63.45000076,0.000194,1.476,6,5
41672,6,10.54999995,0.000144,1.758,0,2
127546,25,38.94000041,0.000196,1.558,3,2
127865,28,38.02999961,0.000219,1.358,3,3
1025327,229,314.2999983,0.000223,1.372,49,16
561415,124,173.76,0.000221,1.401,12,3
132803,25,37.32000124,0.000188,1.493,3,2
24664,2,2.629999995,0.000081,1.315,0,1
1020561,172,263.8100007,0.000169,1.534,35,7
682143,114,177.1099993,0.000167,1.554,14,6
1247717,222,343.4199994,0.000178,1.547,78,11
146406,23,33.22999942,0.000157,1.445,3,1
905699,161,234.6599982,0.000178,1.458,17,4
1184580,194,297.8299981,0.000164,1.535,56,14
98057,20,31.00999963,0.000204,1.55,2,1
238735,56,84.65999889,0.000235,1.512,28,4
320657,77,115.8800026,0.00024,1.505,16,2
244074,57,84.51000023,0.000234,1.483,21,4
39146,8,13.05999959,0.000204,1.632,0,1
78468,15,23.64999962,0.000191,1.577,11,1
325653,63,89.35000026,0.000193,1.418,21,2
66277,12,17.30000019,0.000181,1.442,0,1
93002,16,23.33999968,0.000172,1.459,7,1
109723,27,40.9600004,0.000246,1.517,7,1
118941,35,50.11000001,0.000294,1.432,7,4
221576,47,66.79000068,0.000212,1.421,10,6
8341,1,1.639999986,0.00012,1.64,0,1
120335,26,36.2299993,0.000216,1.393,0,2
182098,40,62.86999989,0.00022,1.572,10,1
227473,52,71.58000052,0.000229,1.377,22,1
1050947,230,350.5099957,0.000219,1.524,79,6
720859,162,213.6899986,0.000225,1.319,49,13
41111,8,10.96000016,0.000195,1.37,0,1
148616,25,37.39999962,0.000168,1.496,1,6
707260,135,210.8200028,0.000191,1.562,18,13
139596,26,42.41000032,0.000186,1.631,0,1
105399,22,33.19999933,0.000209,1.509,0,2
222378,50,72.91000104,0.000225,1.458,2,1
975792,210,293.8800011,0.000215,1.399,56,10
579150,125,167.0499997,0.000216,1.336,20,5
449588,81,123.800001,0.00018,1.528,10,5
318157,56,85.70000196,0.000176,1.53,10,3
196967,43,65.17999971,0.000218,1.516,13,2
158298,37,46.43000007,0.000234,1.255,0,4
222739,55,68.55999959,0.000247,1.247,19,5
20780,5,8.189999938,0.000241,1.638,0,1
128616,33,48.54999948,0.000257,1.471,1,2
258954,61,82.27999902,0.000236,1.349,18,1
205289,48,71.53000104,0.000234,1.49,15,3
611601,138,191.419996,0.000226,1.387,30,8
947657,233,321.8700004,0.000246,1.381,20,8
233043,49,65.03000033,0.00021,1.327,18,2
582725,142,194.8099988,0.000244,1.372,12,9
265038,51,78.45999932,0.000192,1.538,34,2
222273,39,53.62999868,0.000175,1.375,9,6
797234,170,243.7699978,0.000213,1.434,18,4
925555,182,262.8899981,0.000197,1.444,25,4
22210,3,4.050000191,0.000135,1.35,0,1
46391,11,16.40999985,0.000237,1.492,0,3
190477,42,66.38999987,0.00022,1.581,6,1
25382,7,9.609999895,0.000276,1.373,0,1
65726,17,22.12000012,0.000259,1.301,1,2
195220,51,78.06000042,0.000261,1.531,21,1
107501,27,40.87999928,0.000251,1.514,5,2
197772,63,88.21000016,0.000319,1.4,9,7
138154,35,48.93999863,0.000253,1.398,13,1
270124,69,95.84999895,0.000255,1.389,27,2
303971,77,106.9299998,0.000253,1.389,22,11
682046,183,254.419997,0.000268,1.39,18,4
328365,83,117.3400005,0.000253,1.414,8,2
1083259,276,390.2599992,0.000255,1.414,69,11
913929,245,340.4099993,0.000268,1.389,54,7
101586,24,33.47000039,0.000236,1.395,8,2
181053,46,66.27999985,0.000254,1.441,14,3
133419,35,48.18000007,0.000262,1.377,11,2
489573,113,156.1199993,0.000231,1.382,11,3
822023,194,288.3300035,0.000236,1.486,35,6
93176,29,40.37000024,0.000311,1.392,11,1
47229,13,19.27999985,0.000275,1.483,0,1
92263,24,34.03000015,0.00026,1.418,7,1
81551,21,29.67000008,0.000258,1.413,0,1
141037,32,47.78999913,0.000227,1.493,12,3
319501,79,111.6500003,0.000247,1.413,28,0
72741,19,24.33000016,0.000261,1.281,0,2
597419,135,188.5100002,0.000226,1.396,12,2
98768,21,33.14000034,0.000213,1.578,5,1
173165,41,59.85000026,0.000237,1.46,19,1
55823,13,21.10999966,0.000233,1.624,0,1
118451,28,38.35000062,0.000236,1.37,2,4
74424,22,30.84000027,0.000296,1.402,0,1
47929,12,14.58999991,0.00025,1.216,0,1
40801,12,15.91999972,0.000294,1.327,0,0
66017,17,24.22000015,0.000258,1.425,0,1
725043,179,238.4000007,0.000247,1.332,65,5
382776,97,132.7300007,0.000253,1.368,32,5
548250,137,201.6000042,0.00025,1.472,11,5
1358324,346,465.0799981,0.000255,1.344,53,8
662249,163,234.9399992,0.000246,1.441,15,2
559554,139,195.0799994,0.000248,1.403,9,2
320757,68,104.6899989,0.000212,1.54,12,2
906151,202,295.5499957,0.000223,1.463,45,1
699314,164,226.0300014,0.000235,1.378,16,3
850337,198,287.690003,0.000233,1.453,19,3
1015460,247,315.9000051,0.000243,1.279,78,9
890295,227,332.9899989,0.000255,1.467,49,1
791817,194,282.490001,0.000245,1.456,19,4
317601,76,115.6600008,0.000239,1.522,28,1
685211,164,247.3200026,0.000239,1.508,16,4
32781,7,11.20000017,0.000214,1.6,0,2
76785,19,25.45999998,0.000247,1.34,12,3
719083,206,299.5299983,0.000286,1.454,56,12
368480,107,140.4200011,0.00029,1.312,10,5
260945,73,100.8800011,0.00028,1.382,23,2
40998,10,13.35000038,0.000244,1.335,0,1
183293,53,73.74999964,0.000289,1.392,10,2
221561,55,76.75999916,0.000248,1.396,9,1
436943,109,145.8199974,0.000249,1.338,10,1
284488,90,125.2700011,0.000316,1.392,10,1
85083,32,38.62999976,0.000376,1.207,5,1
14167,5,7.139999986,0.000353,1.428,0,1
300637,84,116.9899981,0.000279,1.393,8,2
449921,129,175.9700005,0.000287,1.364,21,5
282899,71,105.6600007,0.000251,1.488,17,1
669671,186,259.1799988,0.000278,1.393,65,4
108655,28,46.92000186,0.000258,1.676,0,1
536248,146,187.7399978,0.000272,1.286,35,3
1055017,265,380.6599952,0.000251,1.436,54,16
1428421,367,541.7000023,0.000257,1.476,78,10
1088027,272,409.5600026,0.00025,1.506,27,9
288517,78,102.3900002,0.00027,1.313,23,3
202231,53,67.13000107,0.000262,1.267,21,3
73222,16,22.86000025,0.000219,1.429,8,1
348542,96,134.889999,0.000275,1.405,9,2
1097966,266,369.069997,0.000242,1.387,46,16
526923,138,198.0899972,0.000262,1.435,40,2
264386,66,91.00000054,0.00025,1.379,14,4
854940,227,297.9100007,0.000266,1.312,18,8
113567,34,50.29000044,0.000299,1.479,9,3
22859,6,9.419999838,0.000262,1.57,0,1
51754,13,20.51999998,0.000251,1.578,0,1
104347,28,38.13999993,0.000268,1.362,0,4
391998,97,142.0500025,0.000247,1.464,10,3
1111156,282,402.3000026,0.000254,1.427,58,5
427772,117,159.299999,0.000274,1.362,40,3
536457,136,193.6599991,0.000254,1.424,25,2
179894,43,66.83999872,0.000239,1.554,5,2
479882,131,178.6700007,0.000273,1.364,19,6
358261,91,130.3600011,0.000254,1.433,11,1
346688,88,114.8599998,0.000254,1.305,5,2
33445,2,3.199999928,0.00006,1.6,0,1
72228,5,7.529999852,0.000069,1.506,0,4
49699,2,2.690000057,0.00004,1.345,0,2
189761,18,27.32999969,0.000095,1.518,18,4
312524,37,53.78999972,0.000118,1.454,0,2
496760,42,61.00999904,0.000085,1.453,9,10
310988,34,46.66999936,0.000109,1.373,9,11
98606,9,12.10999984,0.000091,1.346,0,1
51104,2,3.199999928,0.000039,1.6,0,3
276762,22,32.09000015,0.000079,1.459,0,5
33534,2,2.960000038,0.00006,1.48,0,1
128859,16,23.69999957,0.000124,1.481,2,1
92080,12,16.94000018,0.00013,1.412,0,3
211882,33,46.64999926,0.000156,1.414,4,3
112776,9,12.67999995,0.00008,1.409,0,1
145324,14,19.82000005,0.000096,1.416,0,2
106492,14,21.26000023,0.000131,1.519,0,2
233845,30,40.73000062,0.000128,1.358,3,3
155426,17,25.01000023,0.000109,1.471,2,3
97540,8,11.5199995,0.000082,1.44,0,2
61441,5,7.700000048,0.000081,1.54,0,1
76703,9,12.14999962,0.000117,1.35,0,3
68619,10,14.96000034,0.000146,1.496,0,1
17559,1,1.49000001,0.000057,1.49,0,1
137879,19,28.47000003,0.000138,1.498,8,2
67710,10,15.14999998,0.000148,1.515,0,1
348180,41,60.22999907,0.000118,1.469,10,3
146246,18,28.71999955,0.000123,1.596,0,3
187236,24,34.86999965,0.000128,1.453,6,2
72157,9,13.50000036,0.000125,1.5,0,1
91180,10,13.55999994,0.00011,1.356,0,1
86293,6,9.259999871,0.00007,1.543,0,1
101410,12,17.94000006,0.000118,1.495,0,4
134245,18,25.75000024,0.000134,1.431,7,2
125650,20,30.08000076,0.000159,1.504,9,4
50406,5,7.26000011,0.000099,1.452,0,1
121769,13,18.41999996,0.000107,1.417,0,2
267106,34,50.5,0.000127,1.485,2,4
365539,57,82.13999915,0.000156,1.441,16,5
188758,25,36.60000038,0.000132,1.464,6,2
108426,13,19.58000016,0.00012,1.506,0,1
138525,9,13.65000045,0.000065,1.517,0,3
150858,21,30.26000011,0.000139,1.441,7,1
524306,81,113.6800029,0.000154,1.403,78,10
104496,9,11.42999983,0.000086,1.27,0,3
452519,68,99.52000237,0.00015,1.464,23,7
442919,76,110.7800021,0.000172,1.458,20,21
596831,86,120.8799992,0.000144,1.406,5,11
173912,26,35.54000032,0.00015,1.367,2,2
780967,86,119.6400018,0.00011,1.391,12,20
132124,8,11.18999994,0.000061,1.399,0,4
623137,100,138.9200006,0.00016,1.389,15,12
99020,10,14.48000044,0.000101,1.448,0,4
665817,117,163.8000002,0.000176,1.4,10,23
699232,80,111.9899995,0.000114,1.4,7,12
72982,11,15.04999995,0.000151,1.368,0,1
975884,167,237.3199975,0.000171,1.421,45,14
245607,33,47.87999952,0.000134,1.451,9,3
485369,114,164.6400015,0.000235,1.444,37,3
866355,139,200.8299961,0.00016,1.445,25,11
502710,72,105.2199969,0.000143,1.461,24,8
475184,88,127.3200028,0.000185,1.447,8,4
357401,47,68.67000008,0.000132,1.461,21,8
99810,14,20.05000019,0.00014,1.432,0,2
81569,6,9.409999967,0.000074,1.568,0,3
441192,53,77.59999979,0.00012,1.464,15,6
90470,11,16.73000002,0.000122,1.521,0,1
834243,166,246.7499975,0.000199,1.486,12,18
696612,152,223.1899948,0.000218,1.468,11,31
329333,48,67.60999918,0.000146,1.409,19,1
1114711,224,319.0000019,0.000201,1.424,43,6
267316,58,82.92999887,0.000217,1.43,12,3
228629,38,57,0.000166,1.5,0,2
758340,159,233.110002,0.00021,1.466,15,13
877535,149,217.7799966,0.00017,1.462,12,5
1357386,223,323.0600071,0.000164,1.449,45,10
280240,61,87.99000168,0.000218,1.442,18,2
419922,75,105.4500008,0.000179,1.406,20,3
402975,83,120.8999977,0.000206,1.457,13,1
1137635,211,301.0499992,0.000185,1.427,58,30
250234,40,62.31999922,0.00016,1.558,10,4
904907,195,279.219995,0.000215,1.432,19,11
589270,107,158.0500023,0.000182,1.477,7,10
168714,24,36.01000071,0.000142,1.5,14,2
71982,11,16.34000051,0.000153,1.485,0,1
558666,110,162.6399975,0.000197,1.479,9,14
1118200,235,333.7499943,0.00021,1.42,67,11
107100,23,33.71000051,0.000215,1.466,0,1
877769,160,232.5900005,0.000182,1.454,13,13
212508,33,47.69000006,0.000155,1.445,18,4
1129773,252,358.189997,0.000223,1.421,76,13
637549,120,173.8800035,0.000188,1.449,12,3
151531,28,40.28999949,0.000185,1.439,10,2
790253,135,198.7100005,0.000171,1.472,13,8
513161,114,165.6099987,0.000222,1.453,35,5
